"PLANTID" "GARDENID" "YEAR" "SEASON" "LEAFNR" "PERCENTDAMAGE"
"2474" "RAS_1373" "RAS" 2021 "S1" 3 0.05
"2475" "ALN_0802" "ALN" 2021 "S2" 16 0.1
"2476" "GON_1038" "GON" 2021 "S4" 3 0.01
"2477" "RUI_0558" "RUI" 2021 "S2" 26 0.02
"2478" "GON_1232" "GON" 2021 "S1" 1 0.1667
"2479" "ALN_0951" "ALN" 2022 "S2" 6 0
"2480" "ALN_0911" "ALN" 2021 "S1" 1 0.01
"2481" "RUI_0345" "RUI" 2021 "S1" 11 0.03
"2482" "ALN_0641" "ALN" 2021 "S2" 14 0.1
"2483" "ALN_0751" "ALN" 2021 "S3" 13 0.08
"2484" "RUI_0331" "RUI" 2021 "S2" 14 0.01
"2485" "RUI_0562" "RUI" 2021 "S2" 21 0.01
"2486" "ALN_0803" "ALN" 2021 "S3" 12 0.3
"2487" "RAS_1599" "RAS" 2022 "S2" 2 0
"2488" "RAS_1498" "RAS" 2022 "S2" 9 0
"2489" "ALN_0950" "ALN" 2022 "S1" 8 0
"2490" "RUI_0563" "RUI" 2021 "S2" 2 0.05
"2491" "RUI_0374" "RUI" 2021 "S3" 11 0.17
"2492" "GON_0982" "GON" 2021 "S3" 3 0.01
"2493" "ALN_0802" "ALN" 2022 "S1" 4 0.1
"2494" "ALN_0729" "ALN" 2021 "S3" 14 0.2
"2495" "RAS_1331" "RAS" 2021 "S3" 1 0.005
"2496" "ALN_0804" "ALN" 2022 "S1" 9 0
"2497" "ALN_0956" "ALN" 2021 "S3" 12 0.4
"2498" "GON_1242" "GON" 2022 "S1" 2 0
"2499" "RUI_0563" "RUI" 2021 "S2" 1 0.05
"2500" "RUI_0600" "RUI" 2021 "S2" 10 0.05
"2501" "RUI_0612" "RUI" 2021 "S2" 14 0.03
"2502" "ALN_0817" "ALN" 2022 "S2" 3 0
"2503" "KEV_0233" "KEV" 2022 "S1" 5 0
"2504" "ALN_0715" "ALN" 2021 "S3" 5 0.05
"2505" "GON_1046" "GON" 2022 "S2" 1 0
"2506" "ALN_0726" "ALN" 2021 "S3" 26 0.2
"2507" "GON_1249" "GON" 2022 "S1" 6 0
"2508" "KEV_0234" "KEV" 2022 "S2" 7 0
"2509" "GON_1037" "GON" 2022 "S1" 8 0
"2510" "GON_1159" "GON" 2022 "S1" 10 0.01
"2511" "RAS_1526" "RAS" 2022 "S1" 5 0
"2512" "RUI_0377" "RUI" 2021 "S1" 4 0.33
"2513" "ALN_0897" "ALN" 2021 "S3" 7 0.05
"2514" "RAS_1548" "RAS" 2021 "S3" 1 0.06
"2515" "RAS_1454" "RAS" 2022 "S2" 9 0
"2516" "RUI_0471" "RUI" 2021 "S3" 6 0.025
"2517" "RUI_0529" "RUI" 2021 "S2" 3 0.1
"2518" "RUI_0516" "RUI" 2021 "S1" 7 0.01
"2519" "ALN_0694" "ALN" 2021 "S3" 9 0.08
"2520" "RUI_0409" "RUI" 2021 "S1" 5 0.01
"2521" "ALN_0747" "ALN" 2021 "S2" 5 0.05
"2522" "ALN_0762" "ALN" 2021 "S2" 7 0.15
"2523" "KEV_0019" "KEV" 2022 "S2" 9 0
"2524" "RUI_0361" "RUI" 2021 "S3" 3 0.025
"2525" "ALN_0704" "ALN" 2021 "S3" 20 0.6
"2526" "GON_1188" "GON" 2022 "S2" 1 0
"2527" "GON_1219" "GON" 2021 "S4" 3 0.01
"2528" "RAS_1448" "RAS" 2021 "S3" 2 0.01
"2529" "RAS_1281" "RAS" 2022 "S1" 8 0
"2530" "RUI_0344" "RUI" 2021 "S2" 30 0.05
"2531" "ALN_0802" "ALN" 2022 "S2" 7 0
"2532" "ALN_0955" "ALN" 2022 "S1" 4 0.1
"2533" "ALN_0676" "ALN" 2021 "S3" 1 0.01
"2534" "ALN_0666" "ALN" 2021 "S3" 20 0.12
"2535" "GON_1252" "GON" 2022 "S1" 10 0.166666666666666
"2536" "KEV_0282" "KEV" 2022 "S1" 4 0.01
"2537" "ALN_0828" "ALN" 2021 "S3" 12 0.16
"2538" "RUI_0399" "RUI" 2021 "S2" 7 0.03
"2539" "ALN_0764" "ALN" 2021 "S3" 14 0.7
"2540" "ALN_0913" "ALN" 2021 "S2" 10 0.6
"2541" "RUI_0601" "RUI" 2021 "S2" 1 0.03
"2542" "ALN_0810" "ALN" 2021 "S2" 6 0.01
"2543" "RUI_0429" "RUI" 2021 "S1" 6 0.02
"2544" "GON_1003" "GON" 2021 "S4" 7 0.5
"2545" "GON_1224" "GON" 2021 "S1" 1 0.5
"2546" "RAS_1503" "RAS" 2022 "S1" 3 0
"2547" "RAS_1407" "RAS" 2022 "S2" 2 0
"2548" "RUI_0390" "RUI" 2021 "S2" 3 0.03
"2549" "RAS_1287" "RAS" 2021 "S3" 8 0.01
"2550" "ALN_0710" "ALN" 2021 "S3" 4 0.1
"2551" "GON_1094" "GON" 2022 "S1" 8 0
"2552" "GON_0961" "GON" 2022 "S2" 6 0
"2553" "RUI_0343" "RUI" 2021 "S2" 17 0.01
"2554" "RUI_0412" "RUI" 2021 "S2" 20 0.03
"2555" "ALN_0724" "ALN" 2022 "S1" 5 0.6
"2556" "RAS_1449" "RAS" 2021 "S3" 6 0.08
"2557" "GON_1249" "GON" 2022 "S1" 2 0
"2558" "RAS_1494" "RAS" 2022 "S2" 9 0
"2559" "ALN_0694" "ALN" 2021 "S3" 5 0.02
"2560" "RAS_1560" "RAS" 2021 "S3" 3 0.06
"2561" "RUI_0566" "RUI" 2021 "S2" 13 0.03
"2562" "ALN_0802" "ALN" 2022 "S1" 3 0.1
"2563" "RUI_0574" "RUI" 2021 "S2" 17 0.15
"2564" "GON_1170" "GON" 2021 "S3" 4 0.01
"2565" "RUI_0635" "RUI" 2021 "S2" 14 0.01
"2566" "ALN_0815" "ALN" 2021 "S2" 3 0.1
"2567" "ALN_0697" "ALN" 2021 "S2" 14 0.005
"2568" "ALN_0724" "ALN" 2021 "S3" 23 0.6
"2569" "ALN_0780" "ALN" 2021 "S1" 5 0.04
"2570" "RAS_1325" "RAS" 2022 "S1" 3 0
"2571" "KEV_0296" "KEV" 2022 "S1" 2 0
"2572" "ALN_0751" "ALN" 2021 "S3" 20 0.16
"2573" "ALN_0738" "ALN" 2021 "S2" 5 0.08
"2574" "ALN_0769" "ALN" 2022 "S1" 6 0
"2575" "RUI_0414" "RUI" 2021 "S2" 19 0.01
"2576" "RUI_0406" "RUI" 2021 "S1" 2 0.08
"2577" "ALN_0842" "ALN" 2021 "S2" 3 0.06
"2578" "RUI_0637" "RUI" 2021 "S2" 18 0.15
"2579" "ALN_0953" "ALN" 2022 "S2" 2 0
"2580" "KEV_0006" "KEV" 2021 "S2" 3 0.1
"2581" "GON_1155" "GON" 2022 "S1" 9 0
"2582" "RUI_0476" "RUI" 2021 "S2" 2 0.01
"2583" "RUI_0619" "RUI" 2021 "S2" 16 0.05
"2584" "ALN_0705" "ALN" 2022 "S1" 8 0.08
"2585" "ALN_0940" "ALN" 2021 "S3" 12 0.05
"2586" "RUI_0545" "RUI" 2021 "S2" 8 0.03
"2587" "RAS_1562" "RAS" 2022 "S2" 5 0
"2588" "RUI_0572" "RUI" 2021 "S2" 1 0.01
"2589" "KEV_0094" "KEV" 2022 "S1" 10 0.166666666666666
"2590" "RUI_0607" "RUI" 2021 "S2" 2 0.03
"2591" "ALN_0922" "ALN" 2021 "S3" 14 0.15
"2592" "GON_0976" "GON" 2022 "S1" 1 0
"2593" "ALN_0944" "ALN" 2021 "S3" 6 0.16
"2594" "GON_1044" "GON" 2021 "S3" 1 0.01
"2595" "ALN_0851" "ALN" 2022 "S1" 6 0
"2596" "GON_1226" "GON" 2022 "S1" 7 0
"2597" "GON_1026" "GON" 2022 "S1" 3 0
"2598" "KEV_0204" "KEV" 2022 "S2" 6 0
"2599" "RUI_0332" "RUI" 2021 "S1" 2 0.01
"2600" "RAS_1529" "RAS" 2022 "S1" 1 0
"2601" "RUI_0405" "RUI" 2021 "S3" 14 0.17
"2602" "GON_0969" "GON" 2021 "S3" 18 0.5
"2603" "ALN_0851" "ALN" 2021 "S3" 5 0.08
"2604" "ALN_0893" "ALN" 2022 "S2" 6 0
"2605" "ALN_0647" "ALN" 2021 "S2" 5 0.2
"2606" "RUI_0356" "RUI" 2021 "S2" 4 0.01
"2607" "RUI_0551" "RUI" 2021 "S3" 6 0.01
"2608" "RUI_0503" "RUI" 2021 "S2" 14 0.02
"2609" "ALN_0749" "ALN" 2021 "S2" 4 0.03
"2610" "RUI_0471" "RUI" 2021 "S3" 2 0.01
"2611" "ALN_0861" "ALN" 2021 "S3" 37 0.5
"2612" "GON_0996" "GON" 2021 "S1" 1 0.01
"2613" "GON_1262" "GON" 2022 "S2" 6 0
"2614" "RUI_0522" "RUI" 2021 "S2" 2 0.03
"2615" "ALN_0925" "ALN" 2021 "S3" 8 0.1
"2616" "GON_1073" "GON" 2022 "S1" 6 0
"2617" "ALN_0763" "ALN" 2021 "S3" 11 0.3
"2618" "GON_1210" "GON" 2022 "S1" 7 0
"2619" "GON_0995" "GON" 2021 "S1" 1 0.0833
"2620" "ALN_0914" "ALN" 2021 "S3" 18 0.1
"2621" "GON_1203" "GON" 2021 "S3" 7 0.0417
"2622" "GON_1150" "GON" 2022 "S2" 5 0
"2623" "KEV_0108" "KEV" 2022 "S2" 5 0
"2624" "ALN_0840" "ALN" 2021 "S3" 31 0.68
"2625" "RAS_1376" "RAS" 2022 "S1" 4 0
"2626" "ALN_0647" "ALN" 2021 "S2" 1 0.3
"2627" "RAS_1558" "RAS" 2021 "S3" 4 0.3
"2628" "ALN_0831" "ALN" 2022 "S1" 8 0
"2629" "RUI_0547" "RUI" 2021 "S3" 3 0.025
"2630" "RAS_1390" "RAS" 2021 "S3" 18 0.02
"2631" "GON_1093" "GON" 2021 "S4" 9 0.3333
"2632" "RUI_0367" "RUI" 2021 "S2" 7 0.03
"2633" "RAS_1298" "RAS" 2022 "S1" 6 0
"2634" "ALN_0939" "ALN" 2021 "S3" 1 0.01
"2635" "GON_1127" "GON" 2021 "S4" 3 0.01
"2636" "ALN_0709" "ALN" 2022 "S1" 8 0
"2637" "RAS_1554" "RAS" 2021 "S3" 5 0.3
"2638" "GON_1067" "GON" 2021 "S2" 5 0.01
"2639" "KEV_0306" "KEV" 2022 "S2" 5 0
"2640" "ALN_0803" "ALN" 2022 "S2" 8 0
"2641" "RAS_1281" "RAS" 2021 "S1" 1 0.05
"2642" "ALN_0659" "ALN" 2021 "S3" 11 0.04
"2643" "ALN_0840" "ALN" 2022 "S1" 5 0.2
"2644" "KEV_0020" "KEV" 2022 "S2" 7 0
"2645" "KEV_0224" "KEV" 2022 "S2" 1 0.3
"2646" "ALN_0959" "ALN" 2022 "S2" 4 0
"2647" "RAS_1558" "RAS" 2021 "S3" 3 0.1
"2648" "GON_1096" "GON" 2022 "S1" 2 0
"2649" "ALN_0902" "ALN" 2021 "S3" 15 0.15
"2650" "ALN_0642" "ALN" 2021 "S3" 9 0.3
"2651" "RUI_0587" "RUI" 2021 "S3" 15 0.025
"2652" "ALN_0739" "ALN" 2021 "S3" 20 0.2
"2653" "ALN_0885" "ALN" 2021 "S2" 7 0.01
"2654" "KEV_0256" "KEV" 2022 "S2" 10 0
"2655" "ALN_0937" "ALN" 2021 "S3" 8 0.05
"2656" "KEV_0194" "KEV" 2022 "S1" 5 0
"2657" "RAS_1305" "RAS" 2022 "S1" 1 0.01
"2658" "GON_1204" "GON" 2022 "S1" 10 0.25
"2659" "RAS_1586" "RAS" 2021 "S3" 7 0.06
"2660" "RUI_0428" "RUI" 2021 "S2" 2 0.03
"2661" "RAS_1569" "RAS" 2021 "S3" 2 0.08
"2662" "RUI_0625" "RUI" 2021 "S2" 38 0.1
"2663" "RAS_1502" "RAS" 2022 "S2" 2 0
"2664" "GON_1248" "GON" 2021 "S4" 4 0.01
"2665" "GON_1220" "GON" 2022 "S2" 8 0.166666666666666
"2666" "ALN_0662" "ALN" 2021 "S3" 14 0.1
"2667" "RUI_0406" "RUI" 2021 "S3" 5 0.08
"2668" "RUI_0501" "RUI" 2021 "S1" 2 0.03
"2669" "RAS_1323" "RAS" 2021 "S3" 10 0.005
"2670" "ALN_0913" "ALN" 2021 "S2" 13 0.16
"2671" "ALN_0724" "ALN" 2021 "S3" 11 0.16
"2672" "GON_1008" "GON" 2021 "S3" 4 0.01
"2673" "KEV_0196" "KEV" 2022 "S2" 4 0
"2674" "ALN_0861" "ALN" 2021 "S3" 13 0.16
"2675" "ALN_0812" "ALN" 2022 "S2" 4 0
"2676" "RUI_0513" "RUI" 2021 "S2" 6 0.01
"2677" "RAS_1351" "RAS" 2022 "S1" 3 0
"2678" "GON_1035" "GON" 2022 "S1" 9 0
"2679" "ALN_0870" "ALN" 2021 "S2" 2 0.02
"2680" "ALN_0754" "ALN" 2021 "S3" 23 0.2
"2681" "RAS_1452" "RAS" 2022 "S2" 10 0
"2682" "GON_1084" "GON" 2021 "S4" 11 0.8
"2683" "RAS_1412" "RAS" 2021 "S3" 2 0.005
"2684" "ALN_0801" "ALN" 2021 "S1" 2 0.01
"2685" "ALN_0801" "ALN" 2021 "S2" 10 0.05
"2686" "GON_1080" "GON" 2022 "S2" 4 0
"2687" "ALN_0700" "ALN" 2021 "S2" 6 0.08
"2688" "GON_0980" "GON" 2021 "S2" 2 0.01
"2689" "GON_1015" "GON" 2021 "S4" 3 0.02
"2690" "KEV_0290" "KEV" 2022 "S2" 1 0.166666666666666
"2691" "GON_1266" "GON" 2022 "S2" 9 0.01
"2692" "ALN_0722" "ALN" 2021 "S2" 7 0.1
"2693" "RUI_0329" "RUI" 2021 "S3" 18 0.01
"2694" "ALN_0659" "ALN" 2021 "S3" 45 0.15
"2695" "RUI_0325" "RUI" 2021 "S2" 23 0.05
"2696" "GON_1228" "GON" 2021 "S3" 3 0.01
"2697" "GON_1277" "GON" 2022 "S2" 6 0
"2698" "GON_0992" "GON" 2022 "S2" 10 0.02
"2699" "RUI_0523" "RUI" 2021 "S2" 8 0.01
"2700" "RUI_0412" "RUI" 2021 "S2" 14 0.02
"2701" "RAS_1570" "RAS" 2022 "S1" 1 0
"2702" "ALN_0823" "ALN" 2021 "S3" 18 0.8
"2703" "GON_1047" "GON" 2021 "S4" 4 0.08
"2704" "ALN_0950" "ALN" 2021 "S2" 7 0.01
"2705" "RUI_0625" "RUI" 2021 "S3" 44 0.08
"2706" "RUI_0389" "RUI" 2021 "S3" 5 0.025
"2707" "RUI_0342" "RUI" 2021 "S3" 3 0.05
"2708" "GON_1277" "GON" 2021 "S3" 14 0.0417
"2709" "RUI_0426" "RUI" 2021 "S2" 2 0.15
"2710" "ALN_0712" "ALN" 2022 "S1" 3 0.05
"2711" "ALN_0760" "ALN" 2022 "S2" 2 0.05
"2712" "RUI_0630" "RUI" 2021 "S3" 2 0.01
"2713" "ALN_0735" "ALN" 2021 "S3" 6 0.08
"2714" "RUI_0510" "RUI" 2021 "S3" 18 0.025
"2715" "GON_1252" "GON" 2022 "S1" 7 0
"2716" "RAS_1367" "RAS" 2021 "S1" 1 0.0416666666666667
"2717" "GON_1255" "GON" 2021 "S4" 1 0.01
"2718" "ALN_0913" "ALN" 2021 "S2" 1 0.15
"2719" "RUI_0360" "RUI" 2021 "S1" 3 0.01
"2720" "RUI_0414" "RUI" 2021 "S2" 10 0.05
"2721" "GON_1183" "GON" 2022 "S1" 7 0
"2722" "RAS_1287" "RAS" 2021 "S3" 27 0.05
"2723" "RAS_1586" "RAS" 2021 "S3" 8 0.04
"2724" "GON_1159" "GON" 2021 "S1" 4 0.0417
"2725" "RAS_1359" "RAS" 2021 "S2" 2 0.02
"2726" "RUI_0340" "RUI" 2021 "S1" 7 0.01
"2727" "ALN_0951" "ALN" 2021 "S2" 3 0.005
"2728" "RUI_0431" "RUI" 2021 "S3" 32 0.05
"2729" "ALN_0655" "ALN" 2021 "S3" 3 0.02
"2730" "RUI_0602" "RUI" 2021 "S1" 1 0.01
"2731" "ALN_0740" "ALN" 2021 "S3" 3 0.03
"2732" "GON_1148" "GON" 2022 "S1" 2 0
"2733" "ALN_0692" "ALN" 2022 "S1" 4 0.2
"2734" "GON_1171" "GON" 2022 "S2" 4 0
"2735" "RUI_0339" "RUI" 2021 "S1" 4 0.01
"2736" "ALN_0804" "ALN" 2022 "S1" 1 0.3
"2737" "ALN_0802" "ALN" 2021 "S2" 9 0.1
"2738" "RUI_0584" "RUI" 2021 "S2" 11 0.03
"2739" "RAS_1350" "RAS" 2022 "S1" 5 0
"2740" "GON_0964" "GON" 2021 "S3" 19 0.1667
"2741" "ALN_0694" "ALN" 2021 "S1" 1 0.01
"2742" "GON_1131" "GON" 2021 "S3" 1 0.01
"2743" "GON_1114" "GON" 2022 "S2" 10 0.0208333333333333
"2744" "RUI_0383" "RUI" 2021 "S3" 4 0.01
"2745" "GON_1230" "GON" 2022 "S2" 3 0
"2746" "ALN_0932" "ALN" 2022 "S2" 1 0
"2747" "RAS_1336" "RAS" 2022 "S1" 10 0
"2748" "GON_1027" "GON" 2022 "S1" 10 0.01
"2749" "ALN_0700" "ALN" 2021 "S3" 4 0.02
"2750" "RAS_1430" "RAS" 2022 "S2" 10 0
"2751" "GON_1245" "GON" 2022 "S2" 10 0.01
"2752" "GON_1209" "GON" 2021 "S2" 6 0.0417
"2753" "RUI_0514" "RUI" 2021 "S2" 16 0.01
"2754" "RUI_0623" "RUI" 2021 "S3" 5 0.001
"2755" "KEV_0252" "KEV" 2022 "S2" 9 0
"2756" "RUI_0575" "RUI" 2021 "S2" 7 0.12
"2757" "RUI_0458" "RUI" 2021 "S1" 3 0.01
"2758" "GON_1125" "GON" 2021 "S2" 1 0.1667
"2759" "KEV_0215" "KEV" 2022 "S2" 10 0
"2760" "RUI_0553" "RUI" 2021 "S3" 34 0.17
"2761" "RUI_0360" "RUI" 2021 "S2" 13 0.01
"2762" "ALN_0849" "ALN" 2022 "S1" 3 0
"2763" "RUI_0365" "RUI" 2021 "S2" 4 0.03
"2764" "RAS_1480" "RAS" 2021 "S3" 6 0.2
"2765" "RAS_1511" "RAS" 2022 "S2" 5 0
"2766" "GON_1013" "GON" 2021 "S2" 4 0.1667
"2767" "GON_1053" "GON" 2022 "S2" 2 0
"2768" "ALN_0750" "ALN" 2021 "S3" 22 0.15
"2769" "GON_1002" "GON" 2021 "S4" 2 0.01
"2770" "ALN_0785" "ALN" 2021 "S3" 4 0.03
"2771" "ALN_0695" "ALN" 2022 "S2" 9 0.1
"2772" "RAS_1378" "RAS" 2022 "S2" 10 0
"2773" "ALN_0873" "ALN" 2022 "S2" 1 0.1
"2774" "RUI_0577" "RUI" 2021 "S3" 11 0.05
"2775" "KEV_0070" "KEV" 2021 "S2" 1 0.01
"2776" "RUI_0591" "RUI" 2021 "S2" 18 0.03
"2777" "ALN_0715" "ALN" 2022 "S2" 5 0
"2778" "RUI_0408" "RUI" 2021 "S2" 22 0.01
"2779" "RUI_0460" "RUI" 2021 "S2" 9 0.01
"2780" "ALN_0905" "ALN" 2021 "S2" 3 0.01
"2781" "RUI_0634" "RUI" 2021 "S2" 10 0.03
"2782" "RAS_1542" "RAS" 2022 "S1" 6 0
"2783" "RAS_1368" "RAS" 2022 "S1" 9 0
"2784" "RAS_1351" "RAS" 2022 "S2" 5 0
"2785" "RUI_0621" "RUI" 2021 "S2" 36 0.25
"2786" "KEV_0084" "KEV" 2022 "S1" 9 0
"2787" "GON_1050" "GON" 2021 "S4" 3 0.01
"2788" "RUI_0548" "RUI" 2021 "S2" 11 0.01
"2789" "RUI_0623" "RUI" 2021 "S2" 8 0.12
"2790" "ALN_0775" "ALN" 2022 "S2" 4 0.6
"2791" "ALN_0666" "ALN" 2021 "S2" 6 0.05
"2792" "ALN_0812" "ALN" 2021 "S3" 4 0.08
"2793" "ALN_0952" "ALN" 2021 "S2" 3 0.15
"2794" "RAS_1470" "RAS" 2021 "S3" 7 0.005
"2795" "RUI_0538" "RUI" 2021 "S2" 4 0.05
"2796" "ALN_0867" "ALN" 2021 "S3" 20 0.5
"2797" "RAS_1589" "RAS" 2022 "S1" 4 0
"2798" "RAS_1381" "RAS" 2022 "S1" 4 0
"2799" "ALN_0650" "ALN" 2021 "S2" 4 0.01
"2800" "RUI_0584" "RUI" 2021 "S2" 4 0.01
"2801" "KEV_0229" "KEV" 2022 "S1" 3 0
"2802" "ALN_0714" "ALN" 2021 "S2" 4 0.1
"2803" "KEV_0220" "KEV" 2022 "S2" 1 0
"2804" "RUI_0637" "RUI" 2021 "S2" 29 0.05
"2805" "GON_1065" "GON" 2021 "S3" 4 0.01
"2806" "GON_1042" "GON" 2021 "S4" 2 0.01
"2807" "ALN_0644" "ALN" 2021 "S3" 11 0.3
"2808" "RAS_1555" "RAS" 2021 "S2" 1 0.35
"2809" "GON_1064" "GON" 2021 "S3" 5 0.01
"2810" "RUI_0582" "RUI" 2021 "S1" 3 0.01
"2811" "RAS_1418" "RAS" 2022 "S1" 4 0
"2812" "KEV_0029" "KEV" 2022 "S1" 10 0
"2813" "RUI_0573" "RUI" 2021 "S2" 36 0.05
"2814" "RAS_1511" "RAS" 2022 "S1" 4 0
"2815" "GON_0984" "GON" 2022 "S1" 6 0
"2816" "RUI_0568" "RUI" 2021 "S3" 44 0.05
"2817" "GON_1266" "GON" 2021 "S2" 11 0.0417
"2818" "ALN_0803" "ALN" 2021 "S3" 1 0.04
"2819" "RAS_1323" "RAS" 2021 "S3" 4 0.04
"2820" "GON_0976" "GON" 2021 "S1" 1 0.01
"2821" "ALN_0920" "ALN" 2021 "S3" 7 0.03
"2822" "RUI_0540" "RUI" 2021 "S2" 9 0.03
"2823" "RUI_0553" "RUI" 2021 "S2" 28 0.03
"2824" "RUI_0378" "RUI" 2021 "S2" 10 0.3
"2825" "GON_1203" "GON" 2021 "S4" 2 0.01
"2826" "ALN_0929" "ALN" 2021 "S2" 9 0.05
"2827" "ALN_0946" "ALN" 2022 "S2" 2 0
"2828" "RAS_1285" "RAS" 2022 "S1" 8 0
"2829" "RAS_1540" "RAS" 2022 "S1" 6 0
"2830" "RUI_0338" "RUI" 2021 "S2" 24 0.01
"2831" "GON_0978" "GON" 2022 "S1" 4 0
"2832" "RUI_0521" "RUI" 2021 "S3" 9 0.05
"2833" "RUI_0559" "RUI" 2021 "S1" 5 0.01
"2834" "KEV_0271" "KEV" 2022 "S2" 6 0
"2835" "RUI_0375" "RUI" 2021 "S2" 5 0.03
"2836" "ALN_0898" "ALN" 2022 "S1" 6 0
"2837" "RUI_0567" "RUI" 2021 "S2" 15 0.01
"2838" "GON_1273" "GON" 2022 "S2" 9 0
"2839" "ALN_0661" "ALN" 2021 "S3" 7 0.04
"2840" "RAS_1392" "RAS" 2022 "S2" 6 0
"2841" "RUI_0459" "RUI" 2021 "S3" 5 0.01
"2842" "KEV_0206" "KEV" 2022 "S2" 7 0
"2843" "ALN_0643" "ALN" 2021 "S2" 10 0.1
"2844" "GON_1178" "GON" 2022 "S2" 10 0.01
"2845" "KEV_0217" "KEV" 2022 "S1" 6 0
"2846" "ALN_0673" "ALN" 2021 "S3" 15 0.08
"2847" "GON_1170" "GON" 2022 "S1" 7 0
"2848" "GON_1190" "GON" 2022 "S2" 9 0
"2849" "RUI_0442" "RUI" 2021 "S2" 9 0.01
"2850" "RAS_1458" "RAS" 2022 "S2" 5 0
"2851" "RUI_0457" "RUI" 2021 "S2" 1 0.08
"2852" "RUI_0375" "RUI" 2021 "S3" 24 0.05
"2853" "ALN_0712" "ALN" 2021 "S1" 3 0.01
"2854" "GON_1187" "GON" 2021 "S4" 6 0.05
"2855" "RUI_0553" "RUI" 2021 "S3" 29 0.08
"2856" "ALN_0682" "ALN" 2022 "S2" 8 0
"2857" "GON_1252" "GON" 2021 "S2" 1 0.0417
"2858" "GON_1194" "GON" 2022 "S2" 5 0
"2859" "GON_1077" "GON" 2021 "S2" 10 0.5
"2860" "ALN_0893" "ALN" 2021 "S3" 11 0.1
"2861" "RUI_0539" "RUI" 2021 "S2" 13 0.03
"2862" "GON_1207" "GON" 2022 "S1" 4 0
"2863" "GON_1038" "GON" 2022 "S1" 10 0.01
"2864" "KEV_0217" "KEV" 2022 "S1" 3 0
"2865" "KEV_0310" "KEV" 2022 "S1" 6 0
"2866" "GON_1026" "GON" 2022 "S1" 9 0.333333333333333
"2867" "GON_1099" "GON" 2022 "S2" 7 0
"2868" "ALN_0676" "ALN" 2021 "S3" 6 0.04
"2869" "RUI_0410" "RUI" 2021 "S2" 24 0.05
"2870" "ALN_0740" "ALN" 2022 "S1" 3 0.08
"2871" "KEV_0215" "KEV" 2022 "S1" 9 0
"2872" "RUI_0323" "RUI" 2021 "S1" 4 0.03
"2873" "ALN_0731" "ALN" 2021 "S3" 30 0.4
"2874" "KEV_0196" "KEV" 2022 "S2" 6 0
"2875" "RUI_0475" "RUI" 2021 "S2" 26 0.03
"2876" "RUI_0544" "RUI" 2021 "S1" 9 0.05
"2877" "ALN_0671" "ALN" 2022 "S2" 7 0
"2878" "RUI_0501" "RUI" 2021 "S1" 3 0.001
"2879" "GON_1069" "GON" 2022 "S2" 5 0
"2880" "RUI_0446" "RUI" 2021 "S2" 10 0.02
"2881" "KEV_0071" "KEV" 2022 "S1" 6 0
"2882" "GON_1030" "GON" 2022 "S2" 7 0.01
"2883" "RUI_0346" "RUI" 2021 "S2" 14 0.03
"2884" "RUI_0399" "RUI" 2021 "S1" 1 0.02
"2885" "GON_0967" "GON" 2022 "S2" 2 0
"2886" "GON_0993" "GON" 2022 "S2" 10 0.05
"2887" "ALN_0887" "ALN" 2021 "S2" 8 0.08
"2888" "RUI_0552" "RUI" 2021 "S2" 1 0.15
"2889" "GON_0965" "GON" 2022 "S2" 10 0.01
"2890" "GON_1260" "GON" 2022 "S2" 7 0
"2891" "RAS_1483" "RAS" 2022 "S1" 9 0
"2892" "RAS_1414" "RAS" 2021 "S3" 1 0.04
"2893" "RUI_0425" "RUI" 2021 "S1" 1 0.02
"2894" "RAS_1291" "RAS" 2022 "S2" 9 0.15
"2895" "KEV_0270" "KEV" 2022 "S1" 7 0
"2896" "RAS_1474" "RAS" 2022 "S2" 7 0
"2897" "GON_0982" "GON" 2022 "S1" 10 0
"2898" "ALN_0953" "ALN" 2022 "S1" 4 0
"2899" "GON_1100" "GON" 2022 "S1" 5 0
"2900" "GON_1165" "GON" 2022 "S1" 10 0.01
"2901" "RAS_1439" "RAS" 2021 "S3" 5 0.12
"2902" "RAS_1429" "RAS" 2021 "S3" 5 0.01
"2903" "RAS_1443" "RAS" 2021 "S3" 15 0.05
"2904" "GON_1033" "GON" 2021 "S3" 2 0.01
"2905" "ALN_0920" "ALN" 2021 "S2" 9 0.05
"2906" "ALN_0741" "ALN" 2021 "S1" 2 0.01
"2907" "ALN_0896" "ALN" 2021 "S3" 14 0.3
"2908" "ALN_0665" "ALN" 2021 "S3" 16 0.02
"2909" "GON_0979" "GON" 2022 "S2" 3 0
"2910" "ALN_0761" "ALN" 2021 "S3" 20 0.08
"2911" "ALN_0806" "ALN" 2022 "S1" 5 0.6
"2912" "RAS_1592" "RAS" 2022 "S2" 8 0
"2913" "ALN_0777" "ALN" 2022 "S1" 2 0
"2914" "ALN_0760" "ALN" 2021 "S3" 7 0.01
"2915" "ALN_0887" "ALN" 2021 "S3" 4 0.03
"2916" "KEV_0093" "KEV" 2022 "S1" 6 0
"2917" "RAS_1319" "RAS" 2021 "S3" 9 0.02
"2918" "ALN_0840" "ALN" 2021 "S3" 5 0.03
"2919" "KEV_0240" "KEV" 2022 "S2" 7 0
"2920" "ALN_0659" "ALN" 2021 "S3" 24 0.08
"2921" "RUI_0618" "RUI" 2021 "S2" 32 0.01
